315.77;253.91;50.02;49.68
316.72;434.39;50.71;52.02
322.7;435.86;50.85;52.56
331.2;442.02;52.62;52.67
332.41;455.23;53.37;53.05
347.2;463.33;54.48;53.74
377.05;467.79;64.4;54.05
385.89;468.46;66.69;54.88
444.6;468.74;67.69;55.22
499.17;473.19;71.65;59.63
